c_classid;c_instanceid;c_price;c_offers;c_popularity;c_rarity;c_quality;c_heroid;c_slot;c_market_name;c_name_color;c_pop
569398588;188530139;11000;1;0;"Армейское качество";"После полевых испытаний";17;Обыч.;"Galil AR | Песчаная буря (После полевых испытаний)";D2D2D2;70
569463188;0;6300;2;0;"Промышленное качество";Поношенное;19;Обыч.;"USP-S | Лесные листья (Поношенное)";D2D2D2;48
569726059;480085569;6300;1;0;"Промышленное качество";"Прямо с завода";47;Обыч.;"SCAR-20 | Углепластик (Прямо с завода)";D2D2D2;46
569847273;480085569;2380;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"M4A1-S | Северный лес (После полевых испытаний)";D2D2D2;310
570161807;188530139;35500;1;1;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;905
570469707;0;1800;1;1;"Промышленное качество";"Закаленное в боях";17;Обыч.;"AK-47 | Африканская сетка (Закаленное в боях)";D2D2D2;284
570576389;519977179;6300;2;0;Ширпотреб;"Прямо с завода";19;Обыч.;"CZ75-Auto | Зеленая клетка (Прямо с завода)";D2D2D2;293
570638012;519977179;9740;1;0;"Армейское качество";"Прямо с завода";17;Обыч.;"FAMAS | Демонтаж (Прямо с завода)";D2D2D2;410
570952792;188530139;28000;1;0;Засекреченное;"Немного поношенное";19;Обыч.;"P250 | Цвета прибоя (Немного поношенное)";D2D2D2;919
571080827;0;6300;2;0;"Промышленное качество";"После полевых испытаний";19;Обыч.;"Desert Eagle | Осадок (После полевых испытаний)";D2D2D2;32
571547132;0;6600;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;65
571622992;0;3990;1;0;"Промышленное качество";"После полевых испытаний";19;Обыч.;"Dual Berettas | Патина (После полевых испытаний)";D2D2D2;45
571647882;0;6300;2;0;Ширпотреб;"Прямо с завода";19;Обыч.;"P250 | Песчаные дюны (Прямо с завода)";D2D2D2;227
573823028;188530170;63000;1;0;Засекреченное;"После полевых испытаний";19;StatTrak™;"StatTrak™ P2000 | Кортисейра (После полевых испытаний)";CF6A32;1058
573845790;0;6900;1;0;Ширпотреб;"После полевых испытаний";17;Обыч.;"AUG | Гроза (После полевых испытаний)";D2D2D2;11
574300049;0;100000;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Нитро (После полевых испытаний)";D2D2D2;75
574360075;519977179;5000;1;0;"Промышленное качество";"Немного поношенное";19;Обыч.;"P250 | Пороховой дым (Немного поношенное)";D2D2D2;1000
575544517;302028390;2674;3;36;"Промышленное качество";"После полевых испытаний";19;Обыч.;"Five-SeveN | Лихач (После полевых испытаний)";D2D2D2;654
575545355;302028390;2400;1;18;"Промышленное качество";"Немного поношенное";75;Обыч.;"Negev | Радиоактивные отходы (Немного поношенное)";D2D2D2;933
575548298;302028390;4300;1;24;"Промышленное качество";"Прямо с завода";75;Обыч.;"Negev | Радиоактивные отходы (Прямо с завода)";D2D2D2;765
575548385;302028390;1999;1;31;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AUG | Радиационная опасность (После полевых испытаний)";D2D2D2;801
575549294;302028390;2248;8;16;"Промышленное качество";"После полевых испытаний";19;Обыч.;"P250 | Заражение (После полевых испытаний)";D2D2D2;756
575549902;302028390;2698;4;48;"Промышленное качество";"Немного поношенное";17;Обыч.;"AUG | Радиационная опасность (Немного поношенное)";D2D2D2;852
575556826;302028390;2495;4;46;"Промышленное качество";Поношенное;19;Обыч.;"Five-SeveN | Лихач (Поношенное)";D2D2D2;642
575559536;302028390;4000;1;11;"Промышленное качество";"После полевых испытаний";75;Обыч.;"Negev | Радиоактивные отходы (После полевых испытаний)";D2D2D2;438
575559755;302028390;22500;2;91;"Промышленное качество";"Немного поношенное";19;Обыч.;"Five-SeveN | Лихач (Немного поношенное)";D2D2D2;171
575561265;302028390;9195;5;29;"Армейское качество";"Немного поношенное";49;Обыч.;"XM1014 | Костемолка (Немного поношенное)";D2D2D2;1027
575561834;302028390;12857;1;18;"Армейское качество";"Прямо с завода";3;Обыч.;"MP9 | Закат (Прямо с завода)";D2D2D2;1078
575562232;302028390;11700;2;8;"Армейское качество";"Прямо с завода";3;Обыч.;"MAC-10 | Ядерный сад (Прямо с завода)";D2D2D2;1076
575562262;302028390;4699;5;19;"Промышленное качество";"После полевых испытаний";3;Обыч.;"ПП-19 Бизон | Химический зеленый (После полевых испытаний)";D2D2D2;323
575562503;302028390;3999;2;6;"Промышленное качество";"Закаленное в боях";19;Обыч.;"Five-SeveN | Лихач (Закаленное в боях)";D2D2D2;374
575563335;302028390;3211;2;34;"Промышленное качество";"Немного поношенное";3;Обыч.;"ПП-19 Бизон | Химический зеленый (Немного поношенное)";D2D2D2;803
575563335;519977179;7495;3;15;"Промышленное качество";"Немного поношенное";3;Обыч.;"ПП-19 Бизон | Химический зеленый (Немного поношенн";D2D2D2;344
575564997;302028390;2371;2;6;"Промышленное качество";"Закаленное в боях";19;Обыч.;"P250 | Заражение (Закаленное в боях)";D2D2D2;583
575567095;302028390;10300;4;34;Запрещенное;"Закаленное в боях";17;Обыч.;"Galil AR | Цербер (Закаленное в боях)";D2D2D2;892
575567594;302028390;21400;3;57;"Армейское качество";"Немного поношенное";19;Обыч.;"Glock-18 | Реактор (Немного поношенное)";D2D2D2;934
575568841;302028390;12000;1;14;"Армейское качество";"Немного поношенное";3;Обыч.;"MP9 | Закат (Немного поношенное)";D2D2D2;717
575570052;302028390;6933;2;44;"Армейское качество";"После полевых испытаний";49;Обыч.;"XM1014 | Костемолка (После полевых испытаний)";D2D2D2;901
575571222;302028390;23299;5;76;Запрещенное;"После полевых испытаний";17;Обыч.;"Galil AR | Цербер (После полевых испытаний)";D2D2D2;1071
575571544;302028390;61100;3;24;Запрещенное;"Прямо с завода";17;Обыч.;"FAMAS | Стикс (Прямо с завода)";D2D2D2;770
575571627;302028390;3663;2;13;"Промышленное качество";"После полевых испытаний";17;Обыч.;"SG 553 | Радиоактивные осадки (После полевых испытаний)";D2D2D2;482
575571988;302028390;6036;9;20;"Промышленное качество";"Прямо с завода";17;Обыч.;"SG 553 | Радиоактивные осадки (Прямо с завода)";D2D2D2;1236
575573960;302028390;4302;5;15;"Промышленное качество";"Прямо с завода";19;Обыч.;"P250 | Заражение (Прямо с завода)";D2D2D2;941
575583836;302028390;5000;1;38;"Промышленное качество";"Немного поношенное";17;Обыч.;"SG 553 | Радиоактивные осадки (Немного поношенное)";D2D2D2;480
575589226;302028390;7498;2;15;"Армейское качество";"После полевых испытаний";3;Обыч.;"MAC-10 | Ядерный сад (После полевых испытаний)";D2D2D2;688
575589550;302028390;16816;3;25;Запрещенное;Поношенное;17;Обыч.;"Galil AR | Цербер (Поношенное)";D2D2D2;1119
575590588;302028390;13398;17;216;"Армейское качество";"После полевых испытаний";19;Обыч.;"Tec-9 | Токсичность (После полевых испытаний)";D2D2D2;1196
575592085;302028390;3167;9;47;"Промышленное качество";"Прямо с завода";17;Обыч.;"AUG | Радиационная опасность (Прямо с завода)";D2D2D2;1200
575600921;302028390;11800;2;32;"Армейское качество";Поношенное;19;Обыч.;"Glock-18 | Реактор (Поношенное)";D2D2D2;772
575602690;302028390;26916;6;33;Запрещенное;"Немного поношенное";17;Обыч.;"FAMAS | Стикс (Немного поношенное)";D2D2D2;1095
575604201;302028390;8000;2;16;"Армейское качество";"Немного поношенное";3;Обыч.;"MAC-10 | Ядерный сад (Немного поношенное)";D2D2D2;1149
575615155;302028390;26500;7;63;"Армейское качество";"Немного поношенное";19;Обыч.;"Tec-9 | Токсичность (Немного поношенное)";D2D2D2;1210
575616374;302028390;8500;7;17;"Промышленное качество";"Прямо с завода";3;Обыч.;"ПП-19 Бизон | Химический зеленый (Прямо с завода)";D2D2D2;1192
575627796;302028390;6295;2;8;Запрещенное;"Закаленное в боях";17;Обыч.;"FAMAS | Стикс (Закаленное в боях)";D2D2D2;1018
575627937;302028390;8500;25;93;Запрещенное;"После полевых испытаний";17;Обыч.;"FAMAS | Стикс (После полевых испытаний)";D2D2D2;1014
575651819;302028390;14500;4;11;"Промышленное качество";"Прямо с завода";19;Обыч.;"Five-SeveN | Лихач (Прямо с завода)";D2D2D2;1105
575667736;302028390;13299;3;24;"Армейское качество";"Прямо с завода";49;Обыч.;"XM1014 | Костемолка (Прямо с завода)";D2D2D2;1099
575679416;302028390;47999;8;25;Запрещенное;"Немного поношенное";17;Обыч.;"Galil AR | Цербер (Немного поношенное)";D2D2D2;1298
575741599;302028390;37499;2;14;"Армейское качество";"Прямо с завода";19;Обыч.;"Glock-18 | Реактор (Прямо с завода)";D2D2D2;1145
575750395;302028390;11700;2;16;"Армейское качество";"Закаленное в боях";19;Обыч.;"Tec-9 | Токсичность (Закаленное в боях)";D2D2D2;1024
575756177;302028390;10439;2;2;Запрещенное;Поношенное;17;Обыч.;"FAMAS | Стикс (Поношенное)";D2D2D2;1156
575794774;302028390;6600;1;1;"Промышленное качество";Поношенное;75;Обыч.;"Negev | Радиоактивные отходы (Поношенное)";D2D2D2;433
575886877;188530170;32000;1;0;"Армейское качество";"Прямо с завода";19;StatTrak™;"StatTrak™ USP-S | Кровавый тигр (Прямо с завода)";CF6A32;684
576194293;302028390;92300;2;5;Запрещенное;"Прямо с завода";17;Обыч.;"Galil AR | Цербер (Прямо с завода)";D2D2D2;1096
576516444;0;11100;1;0;"Промышленное качество";"Немного поношенное";49;Обыч.;"Nova | Карамельное яблоко (Немного поношенное)";D2D2D2;25
576564226;188530139;29900;1;1;Засекреченное;"Немного поношенное";19;Обыч.;"Glock-18 | Водяной (Немного поношенное)";D2D2D2;948
576812592;0;11800;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Нитро (После полевых испытаний)";D2D2D2;633
577052740;902658099;245000;1;0;Засекреченное;"Немного поношенное";19;StatTrak™;"StatTrak™ USP-S | Орион (Немного поношенное)";CF6A32;1269
577373989;188530139;7130;2;0;Запрещенное;"Прямо с завода";19;Обыч.;"P250 | Сверхновая (Прямо с завода)";D2D2D2;452
577388783;0;6900;1;0;Ширпотреб;"После полевых испытаний";17;Обыч.;"AUG | Гроза (После полевых испытаний)";D2D2D2;12
577418438;302028390;53000;2;0;Запрещенное;"Немного поношенное";17;Обыч.;"Galil AR | Цербер (Немного поношенное)";D2D2D2;1241
577642483;188530139;10000;1;1;"Армейское качество";"Немного поношенное";17;Обыч.;"M4A1-S | Кровавый тигр (Немного поношенное)";D2D2D2;911
577692783;188530139;3900000;1;0;Тайное;"Прямо с завода";365;★;"★ Нож-бабочка | Градиент (Прямо с завода)";8650AC;523
577812505;188530139;6900;1;0;"Армейское качество";"Немного поношенное";3;Обыч.;"UMP-45 | Капрал (Немного поношенное)";D2D2D2;67
577932333;188530139;2500;1;0;Ширпотреб;Поношенное;47;Сувенир;"Сувенир SCAR-20 | Песчаная сетка (Поношенное)";FFD700;479
579540595;0;6900;1;0;Ширпотреб;"После полевых испытаний";3;Обыч.;"ПП-19 Бизон | Городская штриховка (После полевых испытаний)";D2D2D2;11
579936031;0;2999;1;0;Ширпотреб;Поношенное;19;Обыч.;"Tec-9 | Пиксельный камуфляж «Город» (Поношенное)";D2D2D2;29
581453601;302028390;12000;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"Glock-18 | Реактор (После полевых испытаний)";D2D2D2;773
581721548;188530170;15110;1;0;Запрещенное;"Закаленное в боях";17;StatTrak™;"StatTrak™ FAMAS | Сержант (Закаленное в боях)";CF6A32;482
581816304;188530170;120000;1;0;Засекреченное;"Закаленное в боях";17;StatTrak™;"StatTrak™ AK-47 | Красная линия (Закаленное в боях)";CF6A32;674
581869963;302028390;9500;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"FAMAS | Стикс (После полевых испытаний)";D2D2D2;1000
582583357;0;6600;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;68
585691802;0;6300;2;0;Ширпотреб;"Закаленное в боях";19;Обыч.;"Dual Berettas | Колония (Закаленное в боях)";D2D2D2;12
585696802;188530170;45500;1;0;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ USP-S | Нержавейка (Немного поношенное)";CF6A32;1000
586067267;188530139;42000;1;0;Засекреченное;Поношенное;17;Обыч.;"M4A1-S | Страж (Поношенное)";D2D2D2;875
586157271;188530139;146500;1;0;"Армейское качество";"Немного поношенное";17;Обыч.;"M4A1-S | Кровавый тигр (Немного поношенное)";D2D2D2;63
586552023;0;5990;1;1;"Армейское качество";"Прямо с завода";19;Обыч.;"Desert Eagle | Метеорит (Прямо с завода)";D2D2D2;334
587369903;480085569;2990;1;1;"Промышленное качество";"После полевых испытаний";47;Обыч.;"AWP | Африканская сетка (После полевых испытаний)";D2D2D2;216
587378231;0;6300;2;0;Ширпотреб;"После полевых испытаний";49;Обыч.;"Sawed-Off | Пиксельный камуфляж «Лес» (После полевых испытаний)";D2D2D2;12
587595814;0;6300;2;0;Ширпотреб;"После полевых испытаний";19;Обыч.;"P250 | Северный лес (После полевых испытаний)";D2D2D2;9
587638862;519977179;6600;2;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"SG 553 | Радиоактивные осадки (После полевых испытаний)";D2D2D2;279
587673032;480085569;9000;1;0;Запрещенное;"Немного поношенное";19;Обыч.;"P250 | Сверхновая (Немного поношенное)";D2D2D2;244
588043459;0;6900;1;0;"Промышленное качество";"Прямо с завода";3;Обыч.;"UMP-45 | Углепластик (Прямо с завода)";D2D2D2;37
588364952;188530139;37900;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Кортисейра (После полевых испытаний)";D2D2D2;1000
589303180;188530139;15369;1;0;"Промышленное качество";"Немного поношенное";49;Сувенирный;"Сувенирный Sawed-Off | Змеиная кожа (Немного поношенное)";FFD700;225
589342427;302028390;3880;1;1;"Промышленное качество";"Немного поношенное";3;Обыч.;"ПП-19 Бизон | Химический зеленый (Немного поношенное)";D2D2D2;641
589479218;0;6300;2;0;"Промышленное качество";"После полевых испытаний";19;Обыч.;"USP-S | Лесные листья (После полевых испытаний)";D2D2D2;32
590042948;0;6300;2;0;"Промышленное качество";"После полевых испытаний";19;Обыч.;"Glock-18 | Гремучая смерть (После полевых испытаний)";D2D2D2;36
590427959;0;6600;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;68
591448910;188530139;8762;2;0;"Армейское качество";Поношенное;19;Обыч.;"Five-SeveN | Паслен (Поношенное)";D2D2D2;357
591469440;188530139;900000;1;0;Тайное;"Закаленное в боях";365;★;"★ Штык-нож | Вороненая сталь (Закаленное в боях)";8650AC;1059
592448806;480085569;6300;2;0;"Промышленное качество";"Прямо с завода";49;Обыч.;"MAG-7 | Пиксельный камуфляж «Металлический» (Прямо с завода)";D2D2D2;47
592529703;188530139;14990;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"AK-47 | Синий ламинат (После полевых испытаний)";D2D2D2;727
592676821;188530139;25000;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"USP-S | Страж (После полевых испытаний)";D2D2D2;118
592743152;480085569;6300;3;0;"Промышленное качество";"Прямо с завода";3;Обыч.;"UMP-45 | Углепластик (Прямо с завода)";D2D2D2;51
593526019;188530170;33300;1;0;"Армейское качество";"Прямо с завода";17;StatTrak™;"StatTrak™ Galil AR | Синий титан (Прямо с завода)";CF6A32;219
593526019;188530765;50000;1;0;"Армейское качество";"Прямо с завода";17;StatTrak™;"StatTrak™ Galil AR | Синий титан (Прямо с завода)";CF6A32;148
594536281;188530170;6300;2;0;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ P2000 | Слоновая кость (Немного поношенное)";CF6A32;278
595516802;480085569;9900;1;0;"Армейское качество";"После полевых испытаний";17;Обыч.;"M4A1-S | Смешанный камуфляж (После полевых испытаний)";D2D2D2;1000
596139529;0;3550;1;1;Ширпотреб;"Немного поношенное";3;Обыч.;"ПП-19 Бизон | Городская штриховка (Немного поношенное)";D2D2D2;25
596510121;188530139;28900;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Чистая вода (После полевых испытаний)";D2D2D2;817
596812366;188530139;4980;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"CZ75-Auto | Гексан (После полевых испытаний)";D2D2D2;186
597002873;188530170;37900;1;0;Запрещенное;"Прямо с завода";17;StatTrak™;"StatTrak™ FAMAS | Пульс (Прямо с завода)";CF6A32;1249
597058639;0;3500;1;0;Ширпотреб;"После полевых испытаний";47;Обыч.;"G3SG1 | Полярный камуфляж (После полевых испытаний)";D2D2D2;20
597991267;480085569;6600;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;55
599253193;480085569;6300;2;0;"Промышленное качество";"После полевых испытаний";19;Обыч.;"Glock-18 | Гремучая смерть (После полевых испытаний)";D2D2D2;35
599715771;480085569;8500;1;0;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Гадюка (После полевых испытаний)";D2D2D2;1000
600533409;519977179;3987;1;0;"Промышленное качество";"Прямо с завода";17;Обыч.;"AUG | Радиационная опасность (Прямо с завода)";D2D2D2;1016
600876786;480085569;20000;1;0;"Армейское качество";"Немного поношенное";19;Обыч.;"Glock-18 | Реактор (Немного поношенное)";D2D2D2;1000
601876966;0;6600;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;57
602769894;188530139;6900;1;0;"Армейское качество";"Прямо с завода";75;Обыч.;"Negev | Пустынная атака (Прямо с завода)";D2D2D2;98
603456795;188530248;9000;1;0;Запрещенное;"Немного поношенное";19;StatTrak™;"StatTrak™ P250 | Сверхновая (Немного поношенное)";CF6A32;1000
603618110;519977179;6900;1;0;"Промышленное качество";"После полевых испытаний";75;Обыч.;"Negev | Радиоактивные отходы (После полевых испытаний)";D2D2D2;254
604315779;0;6300;2;0;Ширпотреб;"После полевых испытаний";19;Обыч.;"P250 | Песчаные дюны (После полевых испытаний)";D2D2D2;13
604811000;188530305;500000;1;0;Засекреченное;"Прямо с завода";47;StatTrak™;"StatTrak™ SCAR-20 | Сайрекс (Прямо с завода)";CF6A32;1000
605558047;188530139;141904;1;0;"Армейское качество";"Прямо с завода";3;Сувенирный;"Сувенирный UMP-45 | Пламя (Прямо с завода)";FFD700;1298
605675899;0;6300;1;0;Ширпотреб;"Закаленное в боях";47;Обыч.;"G3SG1 | Песчаная буря (Закаленное в боях)";D2D2D2;12
605730707;0;6600;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;57
606877098;0;6300;2;0;Ширпотреб;"Немного поношенное";49;Обыч.;"Nova | Полярная сетка (Немного поношенное)";D2D2D2;13
608731310;188530170;107574;1;0;"Армейское качество";"Прямо с завода";17;StatTrak™;"StatTrak™ M4A1-S | Кровавый тигр (Прямо с завода)";CF6A32;1000
608957189;188530139;72500;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Электрический улей (После полевых испытаний)";D2D2D2;872
608996228;480085569;31000;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"FAMAS | Стикс (Немного поношенное)";D2D2D2;1050
612052655;519977179;4500;1;0;"Промышленное качество";"После полевых испытаний";3;Обыч.;"ПП-19 Бизон | Химический зеленый (После полевых испытаний)";D2D2D2;392
612929360;188530139;6300;2;0;"Армейское качество";"Прямо с завода";17;Обыч.;"Galil AR | Синий титан (Прямо с завода)";D2D2D2;274
613589848;143865972;15400;52;1923;"базового класса";;21;Обыч.;"Ключ от кейса операции «Прорыв»";D2D2D2;1283
613884301;0;6900;1;0;Ширпотреб;"После полевых испытаний";3;Обыч.;"MP9 | Песчаная штриховка (После полевых испытаний)";D2D2D2;12
614186392;188530139;83300;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | Красная линия (Немного поношенное)";D2D2D2;1140
614215653;480085569;1932575;1;0;Тайное;"Немного поношенное";17;Обыч.;"AK-47 | Огненный змей (Немного поношенное)";D2D2D2;1123
615003929;188530139;11500;1;2;Тайное;"После полевых испытаний";17;Обыч.;"AUG | Хамелеон (После полевых испытаний)";D2D2D2;907
615219348;0;5900;1;0;Ширпотреб;"После полевых испытаний";49;Обыч.;"Nova | Грецкий орех (После полевых испытаний)";D2D2D2;108
615704074;188530139;37000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"M4A1-S | Страж (После полевых испытаний)";D2D2D2;1000
616106711;188530170;130000;1;0;Запрещенное;"Немного поношенное";17;StatTrak™;"StatTrak™ M4A1-S | Чистая вода (Немного поношенное)";CF6A32;885
616638625;188530139;64990;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;180
617008967;188530170;579900;1;2;Тайное;"Немного поношенное";365;★;;8650AC;945
617013924;519977179;6986;2;0;Ширпотреб;"Прямо с завода";19;Обыч.;"Dual Berettas | Терн (Прямо с завода)";D2D2D2;185
617793505;0;2000;1;0;"Промышленное качество";"После полевых испытаний";47;Обыч.;"AWP | Африканская сетка (После полевых испытаний)";D2D2D2;1000
618006126;0;3790;1;0;"Промышленное качество";"Немного поношенное";17;Обыч.;"M4A1-S | Северный лес (Немного поношенное)";D2D2D2;1000
618092579;188530139;3990;1;1;"Армейское качество";"Прямо с завода";3;Обыч.;"MP7 | Городская опасность (Прямо с завода)";D2D2D2;169
618105519;188530139;29400;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1201
618407310;0;185900;1;0;"Промышленное качество";Поношенное;17;Обыч.;"AK-47 | Цвет джунглей (Поношенное)";D2D2D2;26
618700865;519977179;3000;1;0;Ширпотреб;"После полевых испытаний";3;Обыч.;"MAC-10 | Индиго (После полевых испытаний)";D2D2D2;166
618838680;480085569;65000;1;2;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Красная линия (После полевых испытаний)";D2D2D2;921
619106912;188530139;34000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;987
619306216;480085569;2790;1;1;"Промышленное качество";"После полевых испытаний";19;Обыч.;"P2000 | Мраморный гранит (После полевых испытаний)";D2D2D2;70
619359144;0;13000;1;1;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Гадюка (Немного поношенное)";D2D2D2;985
619383799;188530139;32200;1;0;Запрещенное;"Немного поношенное";19;Обыч.;"Desert Eagle | Кровавая паутина (Немного поношенное)";D2D2D2;732
619407184;188530139;18000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AUG | Бенгальский тигр (После полевых испытаний)";D2D2D2;838
619584414;188530139;10000;1;0;Запрещенное;"Немного поношенное";19;Обыч.;"USP-S | Страж (Немного поношенное)";D2D2D2;380
619625133;188530139;3990;1;1;"Армейское качество";"Прямо с завода";3;Обыч.;"MP7 | Городская опасность (Прямо с завода)";D2D2D2;175
619674863;188530139;20000;1;0;Засекреченное;"Немного поношенное";19;Обыч.;"CZ75-Auto | Новая фуксия (Немного поношенное)";D2D2D2;1000
619727585;0;6300;2;0;"Промышленное качество";"После полевых испытаний";19;Обыч.;"Five-SeveN | Апельсиновая корка (После полевых испытаний)";D2D2D2;33
619885308;188530170;17718;1;0;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ Tec-9 | Айзек (Немного поношенное)";CF6A32;1061
619924082;0;19000;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"AK-47 | Изумрудные завитки (После полевых испытаний)";D2D2D2;342
619939733;188534907;199800;1;0;Запрещенное;"После полевых испытаний";17;StatTrak™;"StatTrak™ M4A1-S | Чистая вода (После полевых испытаний)";CF6A32;515
620121740;0;6300;2;0;Ширпотреб;Поношенное;49;Обыч.;"Sawed-Off | Пиксельный камуфляж «Лес» (Поношенное)";D2D2D2;12
620169943;188530139;29900;1;1;Засекреченное;Поношенное;19;Обыч.;"Glock-18 | Водяной (Поношенное)";D2D2D2;775
620227304;480085569;64600;1;0;Засекреченное;"Немного поношенное";19;Обыч.;"USP-S | Орион (Немного поношенное)";D2D2D2;945
620468268;188530139;18000;1;0;"Армейское качество";"После полевых испытаний";17;Обыч.;"M4A1-S | Кровавый тигр (После полевых испытаний)";D2D2D2;460
620566680;188530139;6300;1;0;"Армейское качество";Поношенное;47;Обыч.;"SSG 08 | Пучина (Поношенное)";D2D2D2;80
620675852;0;17105;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"FAMAS | Голубые брызги (После полевых испытаний)";D2D2D2;10
620816183;188530170;15500;1;0;Запрещенное;Поношенное;17;StatTrak™;"StatTrak™ AUG | Закрученный (Поношенное)";CF6A32;1056
620958156;188530139;17500;1;0;Засекреченное;"Прямо с завода";19;Обыч.;"Desert Eagle | Заговор (Прямо с завода)";D2D2D2;1000
621046726;519977179;5500;1;0;Ширпотреб;"Немного поношенное";19;Обыч.;"CZ75-Auto | Зеленая клетка (Немного поношенное)";D2D2D2;249
621511915;480085569;6000;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"SG 553 | Пульс (Немного поношенное)";D2D2D2;1000
621561313;0;8000;1;0;Запрещенное;"Закаленное в боях";17;Обыч.;"M4A1-S | Нитро (Закаленное в боях)";D2D2D2;1000
621858119;188530139;35000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1035
622071979;188530170;8148;1;0;"Армейское качество";"После полевых испытаний";3;StatTrak™;"StatTrak™ ПП-19 Бизон | Синие полутона (После полевых испытаний)";CF6A32;270
622153768;188530139;12000;1;0;"Армейское качество";"Немного поношенное";17;Обыч.;"M4A1-S | Кровавый тигр (Немного поношенное)";D2D2D2;696
622336831;188530144;22223;1;0;Запрещенное;"Немного поношенное";3;StatTrak™;"StatTrak™ ПП-19 Бизон | Осирис (Немного поношенное)";CF6A32;1000
622833190;188530170;188800;1;0;Засекреченное;"Закаленное в боях";17;StatTrak™;"StatTrak™ AK-47 | Красный глянец (Закаленное в боях)";CF6A32;1000
622858628;188530139;6900;1;0;Ширпотреб;"После полевых испытаний";49;Сувенир;"Сувенир MAG-7 | Песчаные дюны (После полевых испытаний)";FFD700;134
623083193;0;58000;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Нитро (После полевых испытаний)";D2D2D2;138
623094600;188530170;15000;1;0;"Армейское качество";"После полевых испытаний";3;StatTrak™;"StatTrak™ UMP-45 | Лабиринт (После полевых испытаний)";CF6A32;87
623131311;0;6300;3;0;Ширпотреб;"Закаленное в боях";3;Обыч.;"ПП-19 Бизон | Городская штриховка (Закаленное в боях)";D2D2D2;13
623203880;0;6300;2;0;Ширпотреб;"Прямо с завода";19;Обыч.;"P250 | Северный лес (Прямо с завода)";D2D2D2;183
623451094;0;6600;2;0;"Промышленное качество";Поношенное;17;Обыч.;"AK-47 | Африканская сетка (Поношенное)";D2D2D2;87
623784054;0;3389;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;118
623923124;0;6300;3;0;"Промышленное качество";"Прямо с завода";3;Обыч.;"MAC-10 | Серебро (Прямо с завода)";D2D2D2;51
624092998;0;6300;1;0;Ширпотреб;"После полевых испытаний";47;Обыч.;"SCAR-20 | Песчаная сетка (После полевых испытаний)";D2D2D2;12
624301123;188530139;5000;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"P2000 | Слоновая кость (После полевых испытаний)";D2D2D2;87
