c_classid;c_instanceid;c_price;c_offers;c_popularity;c_rarity;c_quality;c_heroid;c_slot;c_market_name;c_name_color;c_pop
520103437;188530139;588800;1;7;Тайное;Поношенное;365;★;"★ Нож-бабочка | Патина (Поношенное)";8650AC;1410
520114340;188530139;1249900;3;20;Тайное;"Немного поношенное";365;★;"★ Нож-бабочка | Убийство (Немного поношенное)";8650AC;1300
520115417;188530139;615500;1;2;Тайное;"Закаленное в боях";365;★;"★ Нож-бабочка | Вороненая сталь (Закаленное в боях";8650AC;1516
520116747;188530139;499900;1;40;Тайное;"После полевых испытаний";365;★;"★ Нож-бабочка | Африканская сетка (После полевых и";8650AC;1172
520122658;188530170;455000;1;5;Тайное;"Прямо с завода";17;StatTrak™;"StatTrak™ M4A1-S | Сайрекс (Прямо с завода)";CF6A32;1417
520141867;188530170;16000;1;2;Запрещенное;Поношенное;19;StatTrak™;"StatTrak™ P250 | Сверхновая (Поношенное)";CF6A32;832
520142910;188530139;614000;1;8;Тайное;"Немного поношенное";365;★;"★ Нож-бабочка | Патина (Немного поношенное)";8650AC;1356
520173343;188530170;1100100;1;0;Тайное;"Немного поношенное";365;★;"★ StatTrak™ Нож-бабочка | Городская маскировка (Немного поношенное)";8650AC;1110
520186597;188530139;1590000;1;7;Тайное;"После полевых испытаний";365;★;"★ Нож-бабочка | Убийство (После полевых испытаний)";8650AC;912
520213890;188530139;900000;2;12;Тайное;"После полевых испытаний";365;★;"★ Нож-бабочка | Вороненая сталь (После полевых исп";8650AC;1108
520222246;188530170;2122500;1;3;Тайное;"Прямо с завода";365;★;"★ StatTrak™ Нож-бабочка | Градиент (Прямо с завода)";8650AC;1359
520224735;188530139;860000;1;8;Тайное;Поношенное;365;★;"★ Нож-бабочка | Вороненая сталь (Поношенное)";8650AC;1104
520246521;302028390;1950000;2;0;Засекреченное;"Прямо с завода";17;Обыч.;"M4A1-S | Рыцарь (Прямо с завода)";D2D2D2;1273
520335451;188530170;558300;4;0;Тайное;"После полевых испытаний";365;★;;8650AC;1366
520355672;188530139;1050000;1;0;Тайное;"Немного поношенное";365;★;"★ Нож-бабочка | Поверхностная закалка (Немного пон";8650AC;1220
520371204;188530139;497900;1;6;Тайное;"Немного поношенное";365;★;"★ Нож-бабочка | Африканская сетка (Немного поношен";8650AC;1271
520420246;302028390;599800;2;1;Запрещенное;"Прямо с завода";47;Обыч.;"AWP | Пиксельный камуфляж «Розовый» (Прямо с завода)";D2D2D2;1319
520427687;188530139;540000;3;2;Тайное;"Закаленное в боях";365;★;"★ Нож-бабочка | Городская маскировка (Закаленное в";8650AC;1133
520431877;188530170;26000;1;2;Запрещенное;"Прямо с завода";19;StatTrak™;"StatTrak™ CZ75-Auto | Тигр (Прямо с завода)";CF6A32;1113
520431986;188530139;1180000;1;2;Тайное;"Не покрашено";365;★;"★ Нож-бабочка";8650AC;883
520446680;188530170;666031;1;0;Тайное;"После полевых испытаний";365;★;"★ StatTrak™ Нож-бабочка | Северный лес (После полевых испытаний)";8650AC;1224
520463978;188530139;819900;1;5;Тайное;"После полевых испытаний";365;★;"★ Нож-бабочка | Поверхностная закалка (После полев";8650AC;1241
520490184;188530170;650000;1;0;Тайное;"Закаленное в боях";365;★;"★ StatTrak™ Нож-бабочка | Африканская сетка (Закаленное в боях)";8650AC;1035
520573505;188530170;1490000;1;0;Тайное;"После полевых испытаний";365;★;"★ StatTrak™ Нож-бабочка | Кровавая паутина (После ";8650AC;1000
520750870;188530139;630000;2;0;Тайное;"Немного поношенное";365;★;"★ Нож-бабочка | Пиксельный камуфляж «Лес» (Немного";8650AC;1357
521649207;188530170;1750000;5;1;Тайное;"Немного поношенное";365;★;"★ StatTrak™ Нож-бабочка | Убийство (Немного поноше";8650AC;1000
522673224;188530139;40000;1;0;Засекреченное;"После полевых испытаний";19;Обыч.;"Glock-18 | Водяной (После полевых испытаний)";D2D2D2;512
523273727;0;10000;1;1;Засекреченное;Поношенное;19;Обыч.;"P250 | Франклин (Поношенное)";D2D2D2;700
523560295;188530139;2550;1;1;"Армейское качество";"После полевых испытаний";47;Обыч.;"SSG 08 | Пучина (После полевых испытаний)";D2D2D2;107
523624435;188530139;9500;1;0;Ширпотреб;"После полевых испытаний";19;Сувенирный;"Сувенирный Dual Berettas | Наемник (После полевых испытаний)";FFD700;421
523864312;188530139;149900;1;0;Тайное;"Прямо с завода";17;Обыч.;"M4A1-S | Сайрекс (Прямо с завода)";D2D2D2;960
524121840;188530139;65605;1;0;Тайное;"Немного поношенное";3;Обыч.;"P90 | Азимов (Немного поношенное)";D2D2D2;1170
524871575;188530170;145667;1;0;Засекреченное;"Прямо с завода";17;StatTrak™;"StatTrak™ FAMAS | Остаточное изображение (Прямо с завода)";CF6A32;1142
525478688;188530170;12000;1;0;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ P2000 | Пульс (Немного поношенное)";CF6A32;462
525725666;188530139;6600;1;0;Ширпотреб;"После полевых испытаний";19;Сувенирный;"Сувенирный Dual Berettas | Наемник (После полевых испытаний)";FFD700;606
525868317;519977179;8000;1;0;"Промышленное качество";"Немного поношенное";19;Обыч.;"USP-S | Королевский синий (Немного поношенное)";D2D2D2;625
526199550;188530170;290000;1;2;Тайное;Поношенное;17;StatTrak™;"StatTrak™ M4A1-S | Сайрекс (Поношенное)";CF6A32;858
526904691;188530139;2790;1;0;"Армейское качество";Поношенное;47;Обыч.;"SSG 08 | Пучина (Поношенное)";D2D2D2;163
527635071;0;945;50;808;"базового класса";;1;Обыч.;"Летний кейс eSports 2014";D2D2D2;1474
527637310;188530139;2901;3;237;"Армейское качество";"Немного поношенное";19;Обыч.;"USP-S | Кровавый тигр (Немного поношенное)";D2D2D2;569
527638387;188530139;4780;5;59;Запрещенное;"После полевых испытаний";3;Обыч.;"P90 | Вирус (После полевых испытаний)";D2D2D2;635
527638727;188530170;4800;2;25;"Армейское качество";"После полевых испытаний";3;StatTrak™;"StatTrak™ MAC-10 | Ультрафиолет (После полевых исп";CF6A32;434
527638925;188530139;2309;1;140;"Армейское качество";"После полевых испытаний";49;Обыч.;"XM1014 | Красный питон (После полевых испытаний)";D2D2D2;346
527639653;188530139;4698;2;16;"Армейское качество";"Немного поношенное";19;Обыч.;"CZ75-Auto | Гексан (Немного поношенное)";D2D2D2;290
527639847;188530139;3299;2;197;"Армейское качество";"После полевых испытаний";3;Обыч.;"MAC-10 | Ультрафиолет (После полевых испытаний)";D2D2D2;275
527640221;188530139;3296;7;67;"Армейское качество";"Немного поношенное";47;Обыч.;"SSG 08 | Темная вода (Немного поношенное)";D2D2D2;478
527640541;188530139;4302;8;22;"Армейское качество";"Прямо с завода";19;Обыч.;"CZ75-Auto | Гексан (Прямо с завода)";D2D2D2;825
527642044;188530139;5779;1;837;Запрещенное;"После полевых испытаний";19;Обыч.;"Desert Eagle | Кровавая паутина (После полевых исп";D2D2D2;708
527642342;188530139;2500;2;7;"Армейское качество";"Закаленное в боях";75;Обыч.;"Negev | Тра-та-та (Закаленное в боях)";D2D2D2;662
527642389;188530139;7499;2;17;"Армейское качество";"Немного поношенное";3;Обыч.;"MAC-10 | Ультрафиолет (Немного поношенное)";D2D2D2;340
527642555;188530139;5000;1;129;"Армейское качество";"После полевых испытаний";47;Обыч.;"SSG 08 | Темная вода (После полевых испытаний)";D2D2D2;200
527644246;188530139;3228;6;98;"Армейское качество";"Прямо с завода";19;Обыч.;"USP-S | Кровавый тигр (Прямо с завода)";D2D2D2;986
527644248;188530170;21098;2;18;"Армейское качество";"Прямо с завода";19;StatTrak™;"StatTrak™ CZ75-Auto | Гексан (Прямо с завода)";CF6A32;1090
527645033;188530139;2392;6;38;"Армейское качество";"Немного поношенное";75;Обыч.;"Negev | Тра-та-та (Немного поношенное)";D2D2D2;760
527645227;188530139;36990;4;209;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | Кортисейра (Немного поношенное)";D2D2D2;1033
527645775;188530170;8700;2;44;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ USP-S | Кровавый тигр (Немного поношенно";CF6A32;1161
527646064;188530139;4000;1;13;"Армейское качество";"Закаленное в боях";3;Обыч.;"MAC-10 | Ультрафиолет (Закаленное в боях)";D2D2D2;177
527646098;188530139;17800;4;203;Засекреченное;"Немного поношенное";19;Обыч.;"P2000 | Кортисейра (Немного поношенное)";D2D2D2;848
527646267;188530144;15019;4;0;"Армейское качество";"Прямо с завода";19;StatTrak™;"StatTrak™ USP-S | Кровавый тигр (Прямо с завода)";CF6A32;1000
527647882;188530139;277600;1;52;Запрещенное;"После полевых испытаний";3;Обыч.;"ПП-19 Бизон | Синяя струя (После полевых испытаний";D2D2D2;12
527648268;188530139;2027;1;36;"Армейское качество";Поношенное;75;Обыч.;"Negev | Тра-та-та (Поношенное)";D2D2D2;448
527648949;188530144;4239;5;0;"Армейское качество";"Немного поношенное";75;StatTrak™;"StatTrak™ Negev | Тра-та-та (Немного поношенное)";CF6A32;1000
527649077;188530139;2699;26;13;"Армейское качество";"Немного поношенное";49;Обыч.;"XM1014 | Красный питон (Немного поношенное)";D2D2D2;674
527649477;188530170;9000;3;13;"Армейское качество";"Немного поношенное";49;StatTrak™;"StatTrak™ XM1014 | Красный питон (Немного поношенн";CF6A32;798
527649910;188530170;7500;1;17;"Армейское качество";"После полевых испытаний";49;StatTrak™;"StatTrak™ XM1014 | Красный питон (После полевых ис";CF6A32;343
527651415;188530139;18600;3;94;Запрещенное;"Немного поношенное";19;Обыч.;"Desert Eagle | Кровавая паутина (Немного поношенно";D2D2D2;1267
527651440;188530139;54500;2;85;Тайное;"Немного поношенное";17;Обыч.;"M4A4 | Дождь из пуль (Немного поношенное)";D2D2D2;1084
527651497;188530139;37799;7;126;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Кортисейра (После полевых испытаний)";D2D2D2;984
527652329;188530170;3000;3;7;"Армейское качество";"Закаленное в боях";75;StatTrak™;"StatTrak™ Negev | Тра-та-та (Закаленное в боях)";CF6A32;940
527652389;188530170;14000;1;3;Запрещенное;"Закаленное в боях";3;StatTrak™;"StatTrak™ ПП-19 Бизон | Синяя струя (Закаленное в ";CF6A32;676
527652559;188530139;6000;3;20;Запрещенное;"Немного поношенное";19;Обыч.;"Glock-18 | Ржавая сталь (Немного поношенное)";D2D2D2;743
527652865;188530170;3000;1;5;"Армейское качество";"После полевых испытаний";75;StatTrak™;"StatTrak™ Negev | Тра-та-та (После полевых испытан";CF6A32;780
527653438;188530170;24080;3;2;Запрещенное;"Прямо с завода";19;StatTrak™;"StatTrak™ Glock-18 | Ржавая сталь (Прямо с завода)";CF6A32;1000
527657654;188530139;16478;3;87;Засекреченное;"После полевых испытаний";17;Обыч.;"AUG | Бенгальский тигр (После полевых испытаний)";D2D2D2;883
527657687;188530139;2541;1;66;"Армейское качество";"После полевых испытаний";19;Обыч.;"USP-S | Кровавый тигр (После полевых испытаний)";D2D2D2;582
527658486;188530144;21890;1;0;Запрещенное;"После полевых испытаний";19;StatTrak™;"StatTrak™ Desert Eagle | Кровавая паутина (После полевых испытаний)";CF6A32;1000
527658486;188530170;24900;1;25;Запрещенное;"После полевых испытаний";19;StatTrak™;"StatTrak™ Desert Eagle | Кровавая паутина (После п";CF6A32;1137
527661651;188530170;20000;1;39;"Армейское качество";"Немного поношенное";47;StatTrak™;"StatTrak™ SSG 08 | Темная вода (Немного поношенное";CF6A32;409
527661657;188530139;7638;3;31;Запрещенное;Поношенное;19;Обыч.;"Desert Eagle | Кровавая паутина (Поношенное)";D2D2D2;952
527661745;188530170;24900;2;5;Запрещенное;Поношенное;19;StatTrak™;"StatTrak™ Desert Eagle | Кровавая паутина (Поношен";CF6A32;1242
527662983;188530170;5925;1;17;"Армейское качество";"Немного поношенное";3;StatTrak™;"StatTrak™ MAC-10 | Ультрафиолет (Немного поношенно";CF6A32;998
527667003;188530170;13000;1;7;Запрещенное;"После полевых испытаний";3;StatTrak™;"StatTrak™ ПП-19 Бизон | Синяя струя (После полевых";CF6A32;695
527671268;188530170;7000;1;7;"Армейское качество";Поношенное;75;StatTrak™;"StatTrak™ Negev | Тра-та-та (Поношенное)";CF6A32;329
527672552;188530139;8500;1;8;Запрещенное;Поношенное;3;Обыч.;"ПП-19 Бизон | Синяя струя (Поношенное)";D2D2D2;615
527673174;188530139;4000;2;3;"Армейское качество";Поношенное;19;Обыч.;"CZ75-Auto | Гексан (Поношенное)";D2D2D2;725
527677740;188530139;12000;2;25;Запрещенное;"Закаленное в боях";19;Обыч.;"Desert Eagle | Кровавая паутина (Закаленное в боях";D2D2D2;374
527678066;188530170;3896;3;47;"Армейское качество";"После полевых испытаний";19;StatTrak™;"StatTrak™ CZ75-Auto | Гексан (После полевых испыта";CF6A32;677
527679328;188530139;58699;3;64;Тайное;"Закаленное в боях";17;Обыч.;"AK-47 | Ягуар (Закаленное в боях)";D2D2D2;1019
527679348;188530139;19498;5;24;Засекреченное;"Немного поношенное";17;Обыч.;"AUG | Бенгальский тигр (Немного поношенное)";D2D2D2;1138
527681873;188530170;20240;1;9;Запрещенное;"Немного поношенное";19;StatTrak™;"StatTrak™ Glock-18 | Ржавая сталь (Немного поношен";CF6A32;1000
527685518;188530139;59900;1;40;Тайное;Поношенное;17;Обыч.;"AK-47 | Ягуар (Поношенное)";D2D2D2;1335
527686089;188530144;30000;1;0;Запрещенное;"Прямо с завода";3;StatTrak™;"StatTrak™ MP7 | Океанская пена (Прямо с завода)";CF6A32;1000
527691473;188530170;162945;1;4;Засекреченное;"Немного поношенное";47;StatTrak™;"StatTrak™ AWP | Кортисейра (Немного поношенное)";CF6A32;1165
527691594;188530139;5000;2;4;Запрещенное;Поношенное;3;Обыч.;"P90 | Вирус (Поношенное)";D2D2D2;920
527704154;188530139;64000;6;139;Тайное;"После полевых испытаний";17;Обыч.;"AK-47 | Ягуар (После полевых испытаний)";D2D2D2;1310
527706547;188530170;23999;1;4;Запрещенное;"Немного поношенное";3;StatTrak™;"StatTrak™ ПП-19 Бизон | Синяя струя (Немного понош";CF6A32;919
527707857;188530170;11390;1;16;Запрещенное;"После полевых испытаний";3;StatTrak™;"StatTrak™ P90 | Вирус (После полевых испытаний)";CF6A32;1117
527707940;188530144;13500;2;0;Запрещенное;"Закаленное в боях";3;StatTrak™;"StatTrak™ P90 | Вирус (Закаленное в боях)";CF6A32;822
527708799;188530170;7500;1;3;"Армейское качество";Поношенное;19;StatTrak™;"StatTrak™ CZ75-Auto | Гексан (Поношенное)";CF6A32;689
527712977;188530139;34690;4;164;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Дождь из пуль (После полевых испытаний)";D2D2D2;944
527719538;188530139;29500;2;10;Засекреченное;Поношенное;17;Обыч.;"AUG | Бенгальский тигр (Поношенное)";D2D2D2;485
527733993;188530139;144500;1;0;Запрещенное;"Прямо с завода";19;Обыч.;"Desert Eagle | Кровавая паутина (Прямо с завода)";D2D2D2;1116
527734524;188530139;25000;1;0;Засекреченное;"Закаленное в боях";49;Обыч.;"Nova | Расцветающая ветка (Закаленное в боях)";D2D2D2;614
527744174;188530170;55000;2;5;Засекреченное;"После полевых испытаний";19;StatTrak™;"StatTrak™ P2000 | Кортисейра (После полевых испыта";CF6A32;1224
527744235;188530170;108300;3;0;Запрещенное;"Немного поношенное";19;StatTrak™;"StatTrak™ Desert Eagle | Кровавая паутина (Немного";CF6A32;1000
527744235;188530239;99000;2;0;Запрещенное;"Немного поношенное";19;StatTrak™;"StatTrak™ Desert Eagle | Кровавая паутина (Немного поношенное)";CF6A32;1000
527744317;188530170;17500;2;3;Запрещенное;"Закаленное в боях";19;StatTrak™;"StatTrak™ Desert Eagle | Кровавая паутина (Закален";CF6A32;1000
527745755;188530139;88297;2;26;Засекреченное;"Прямо с завода";47;Обыч.;"AWP | Кортисейра (Прямо с завода)";D2D2D2;1019
527755377;188530139;15144;1;3;"Армейское качество";"Прямо с завода";3;Обыч.;"MAC-10 | Ультрафиолет (Прямо с завода)";D2D2D2;1002
527756976;188530139;98800;12;16;Тайное;"Прямо с завода";17;Обыч.;"M4A4 | Дождь из пуль (Прямо с завода)";D2D2D2;1343
527784970;188530144;26473;1;0;Запрещенное;"Немного поношенное";3;StatTrak™;"StatTrak™ P90 | Вирус (Немного поношенное)";CF6A32;1000
527795161;188530170;21000;1;7;Запрещенное;Поношенное;3;StatTrak™;"StatTrak™ P90 | Вирус (Поношенное)";CF6A32;543
527796001;188530139;114618;1;0;Тайное;"Немного поношенное";17;Обыч.;"M4A1-S | Сайрекс (Немного поношенное)";D2D2D2;1024
527815523;188530139;23900;3;3;Засекреченное;Поношенное;49;Обыч.;"Nova | Расцветающая ветка (Поношенное)";D2D2D2;908
527830612;188530170;7000;1;3;"Армейское качество";Поношенное;49;StatTrak™;"StatTrak™ XM1014 | Красный питон (Поношенное)";CF6A32;457
527835885;188530248;260000;1;0;Тайное;"Немного поношенное";17;StatTrak™;"StatTrak™ M4A4 | Дождь из пуль (Немного поношенное)";CF6A32;1000
527846032;188530170;36500;1;4;Засекреченное;"После полевых испытаний";17;StatTrak™;"StatTrak™ AUG | Бенгальский тигр (После полевых ис";CF6A32;1186
528024297;188530170;25000;1;0;"Армейское качество";"Прямо с завода";49;StatTrak™;"StatTrak™ Nova | Призрачный камуфляж (Прямо с завода)";CF6A32;320
528614317;302028390;1845000;1;0;Засекреченное;"Прямо с завода";17;Обыч.;"M4A1-S | Рыцарь (Прямо с завода)";D2D2D2;1000
529021288;188530170;280000;1;0;Запрещенное;"Прямо с завода";3;StatTrak™;"StatTrak™ P90 | Вирус (Прямо с завода)";CF6A32;1072
529211885;188530170;329900;1;0;Засекреченное;"Прямо с завода";17;StatTrak™;"StatTrak™ M4A1-S | Атомный сплав (Прямо с завода)";CF6A32;1007
529300260;188530139;7000;1;0;Запрещенное;"Прямо с завода";19;Обыч.;"P250 | Сверхновая (Прямо с завода)";D2D2D2;458
529465178;188530170;13000;1;2;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ CZ75-Auto | Гексан (Немного поношенное)";CF6A32;478
531026578;480085569;23000;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"AK-47 | Синий ламинат (Немного поношенное)";D2D2D2;474
531562775;188530139;43000;1;0;Тайное;"Закаленное в боях";17;Обыч.;"M4A4 | Дождь из пуль (Закаленное в боях)";D2D2D2;1296
531682694;188530170;13000;1;0;"Армейское качество";"После полевых испытаний";47;StatTrak™;"StatTrak™ SSG 08 | Темная вода (После полевых испытаний)";CF6A32;301
531823064;188530139;5990;1;0;"Армейское качество";"Прямо с завода";19;Обыч.;"USP-S | Кровавый тигр (Прямо с завода)";D2D2D2;535
532276975;188530170;49000;1;0;"Армейское качество";"Прямо с завода";19;StatTrak™;"StatTrak™ USP-S | Кровавый тигр (Прямо с завода)";CF6A32;486
533766633;0;3990;1;1;"Промышленное качество";Поношенное;17;Обыч.;"FAMAS | Голубые брызги (Поношенное)";D2D2D2;54
536636534;188530139;35000;1;0;Засекреченное;"После полевых испытаний";19;Обыч.;"Glock-18 | Водяной (После полевых испытаний)";D2D2D2;521
537248692;188530170;970000;1;0;Тайное;"Закаленное в боях";365;★;"★ StatTrak™ Нож-бабочка | Патина (Закаленное в боях)";8650AC;938
538764458;188530170;14000;1;2;"Армейское качество";Поношенное;19;StatTrak™;"StatTrak™ Tec-9 | Айзек (Поношенное)";CF6A32;461
539561437;188530139;1049900;1;0;Тайное;"Прямо с завода";365;★;"★ Нож-бабочка | Северный лес (Прямо с завода)";8650AC;1704
539690002;188530239;25000;1;0;"Армейское качество";"Прямо с завода";19;StatTrak™;"StatTrak™ Tec-9 | Синий титан (Прямо с завода)";CF6A32;1000
540028371;188530139;10000;1;0;"Армейское качество";"После полевых испытаний";17;Обыч.;"M4A1-S | Кровавый тигр (После полевых испытаний)";D2D2D2;818
541031189;188530139;22000;1;0;Запрещенное;Поношенное;19;Обыч.;"Desert Eagle | Кровавая паутина (Поношенное)";D2D2D2;316
541477864;188530139;9000;1;0;Запрещенное;"После полевых испытаний";3;Обыч.;"P90 | Вирус (После полевых испытаний)";D2D2D2;350
543427777;188530170;90600;1;0;Засекреченное;"После полевых испытаний";19;StatTrak™;"StatTrak™ Desert Eagle | Заговор (После полевых испытаний)";CF6A32;686
545084582;519977179;9000;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"SG 553 | Странник (После полевых испытаний)";D2D2D2;228
545150548;188530292;2999900;1;0;"Армейское качество";"Прямо с завода";17;StatTrak™;"StatTrak™ M4A1-S | Кровавый тигр (Прямо с завода)";CF6A32;1000
545267177;188530139;154400;1;0;Тайное;"Прямо с завода";17;Обыч.;"M4A1-S | Сайрекс (Прямо с завода)";D2D2D2;939
545889013;188530139;5388;1;0;"Армейское качество";"После полевых испытаний";3;Обыч.;"P90 | Модуль (После полевых испытаний)";D2D2D2;321
546101523;188530139;5500;1;0;"Армейское качество";Поношенное;3;Обыч.;"ПП-19 Бизон | Синие полутона (Поношенное)";D2D2D2;318
546161205;188530139;8000;1;0;Запрещенное;"После полевых испытаний";3;Обыч.;"ПП-19 Бизон | Осирис (После полевых испытаний)";D2D2D2;231
546189461;188530139;9000;1;0;Запрещенное;"Немного поношенное";19;Обыч.;"P250 | Сверхновая (Немного поношенное)";D2D2D2;193
546779400;480085569;3666;1;1;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;124
549051110;188530139;215147;1;5;"экзотичного вида";;293;Обыч.;"Наклейка | ESL One Cologne 2014 (синяя)";D2D2D2;66
549051153;188530139;9630;1;2;"Высшего класса";;293;Обыч.;"Наклейка | Natus Vincere | Кёльн 2014";D2D2D2;727
549051165;188530139;42300;2;3;"Высшего класса";;293;Обыч.;"Наклейка | iBUYPOWER | Кёльн 2014";D2D2D2;910
549051177;188530139;5697;3;18;"Высшего класса";;293;Обыч.;"Наклейка | Virtus.Pro | Кёльн 2014";D2D2D2;1062
549051578;188530139;66600;1;1;"примечательного типа";;293;Обыч.;"Наклейка | Team Dignitas (голографическая) | Кёльн";D2D2D2;1408
549051623;188530139;2000000;1;5;"Высшего класса";;293;Обыч.;"Наклейка | Cloud9 | Кёльн 2014";D2D2D2;8
549051624;188530139;6580;1;11;"Высшего класса";;293;Обыч.;"Наклейка | MTS GameGod Wolf | Кёльн 2014";D2D2D2;691
549051763;188530139;5378;2;8;"Высшего класса";;293;Обыч.;"Наклейка | Team Dignitas | Кёльн 2014";D2D2D2;795
549051796;188530139;81700;1;7;"примечательного типа";;293;Обыч.;"Наклейка | Cloud9 (голографическая) | Кёльн 2014";D2D2D2;957
549051912;188530139;8499;1;3;"Высшего класса";;293;Обыч.;"Наклейка | dAT team | Кёльн 2014";D2D2D2;546
549052019;188530139;23166;1;8;"примечательного типа";;293;Обыч.;"Наклейка | Virtus.Pro (голографическая) | Кёльн 20";D2D2D2;1010
549052215;188530139;252800;1;4;"примечательного типа";;293;Обыч.;"Наклейка | iBUYPOWER (голографическая) | Кёльн 201";D2D2D2;1426
549052250;188530139;35000;1;6;"примечательного типа";;293;Обыч.;"Наклейка | dAT team (голографическая) | Кёльн 2014";D2D2D2;653
549052414;188530139;29000;1;1;"примечательного типа";;293;Обыч.;"Наклейка | HellRaisers (голографическая) | Кёльн 2";D2D2D2;740
549052654;188530139;85000;1;4;"экзотичного вида";;293;Обыч.;"Наклейка | ESL One Cologne 2014 (красная)";D2D2D2;909
549053857;188530139;30000;1;2;"примечательного типа";;293;Обыч.;"Наклейка | Vox Eminor (голографическая) | Кёльн 20";D2D2D2;867
549054327;143865972;13000;17;8;"базового класса";;1;Обыч.;"Легенды ESL One Cologne 2014";D2D2D2;996
549054328;143865972;26894;2;9;"базового класса";;1;Обыч.;"Претенденты ESL One Cologne 2014";D2D2D2;1098
549060126;188530139;6500;1;0;Запрещенное;"Прямо с завода";19;Обыч.;"USP-S | Страж (Прямо с завода)";D2D2D2;832
549066127;188530139;3390;1;1;"Армейское качество";"Немного поношенное";19;Обыч.;"CZ75-Auto | Спираль (Немного поношенное)";D2D2D2;195
549071293;0;9500;1;0;"Армейское качество";"Немного поношенное";19;Обыч.;"Glock-18 | Карамельное яблоко (Немного поношенное)";D2D2D2;211
549072671;0;2787;1;0;"Промышленное качество";"После полевых испытаний";47;Обыч.;"AWP | Африканская сетка (После полевых испытаний)";D2D2D2;261
549073675;188530170;225446;1;0;Засекреченное;"Немного поношенное";17;StatTrak™;"StatTrak™ M4A1-S | Страж (Немного поношенное)";CF6A32;1000
549083192;188530170;8500;1;0;"Армейское качество";"После полевых испытаний";19;StatTrak™;"StatTrak™ P2000 | Пульс (После полевых испытаний)";CF6A32;278
549098303;0;2370;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний";D2D2D2;169
549099305;188530139;7600;1;0;Запрещенное;"Прямо с завода";19;Обыч.;"USP-S | Страж (Прямо с завода)";D2D2D2;718
549135359;0;3380;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"M4A1-S | Северный лес (После полевых испытаний)";D2D2D2;196
549153405;188530139;40000;1;0;Запрещенное;"Прямо с завода";19;Обыч.;"Glock-18 | Татуировка дракона (Прямо с завода)";D2D2D2;974
549161325;188530139;8000;1;0;"Армейское качество";"Прямо с завода";19;Обыч.;"P2000 | Пульс (Прямо с завода)";D2D2D2;227
549188314;0;5200;1;0;"Армейское качество";"Прямо с завода";19;Обыч.;"Glock-18 | Карамельное яблоко (Прямо с завода)";D2D2D2;700
549195855;188530139;17490;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"AK-47 | Синий ламинат (Немного поношенное)";D2D2D2;660
549196812;188530170;12900;1;0;"Армейское качество";"Прямо с завода";19;StatTrak™;"StatTrak™ Five-SeveN | Ками (Прямо с завода)";CF6A32;705
549212612;0;2500;1;0;"Промышленное качество";"После полевых испытаний";47;Обыч.;"AWP | Африканская сетка (После полевых испытаний)";D2D2D2;364
549220580;188530139;5100;1;0;Запрещенное;"Прямо с завода";19;Обыч.;"USP-S | Страж (Прямо с завода)";D2D2D2;1039
549221918;188530170;12000;1;2;"Армейское качество";"Прямо с завода";17;StatTrak™;"StatTrak™ Galil AR | Синий титан (Прямо с завода)";CF6A32;606
549227992;188530139;13000;1;0;Запрещенное;"Прямо с завода";3;Обыч.;"P90 | Слепое пятно (Прямо с завода)";D2D2D2;581
549236617;188530139;210000;1;0;Тайное;"После полевых испытаний";47;Обыч.;"AWP | Азимов (После полевых испытаний)";D2D2D2;1229
549244177;188530139;390000;1;0;Тайное;"Прямо с завода";47;Обыч.;"AWP | Удар молнии (Прямо с завода)";D2D2D2;865
549251936;188530170;7900;1;0;"Армейское качество";"После полевых испытаний";17;StatTrak™;"StatTrak™ SG 553 | Ультрафиолет (После полевых испытаний)";CF6A32;1000
549273557;188530139;251714;1;1;Тайное;"После полевых испытаний";47;Обыч.;"AWP | Азимов (После полевых испытаний)";D2D2D2;1126
549279629;188530139;47500;1;0;Засекреченное;"Прямо с завода";17;Обыч.;"M4A1-S | Страж (Прямо с завода)";D2D2D2;1111
549280632;0;4800;1;2;"Промышленное качество";"После полевых испытаний";17;Обыч.;"M4A1-S | Северный лес (После полевых испытаний)";D2D2D2;163
549282634;0;4248;1;1;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний";D2D2D2;85
549317809;0;1889;1;1;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний";D2D2D2;268
549336975;188546936;109900;1;0;Запрещенное;"Прямо с завода";19;StatTrak™;"StatTrak™ Glock-18 | Татуировка дракона (Прямо с завода)";CF6A32;1000
